"pr_id","pr_model_code","pr_model_name","pr_star","pr_market","pr_write_id","pr_upload_date","pr_title","pt_text","pr_url","pr_valid"
"573","A2105","iphoneXr","4","11번가","piy*******","2018-01-04",\n,"배송은 빠르네요.. 가개통폰이라 그런지 박스 외관은 깨끗하게 관리가 되진 않은거 같네요.. 가개통일자 확인해보니 구매일기준 20일 되었네요.. 고가의 폰인데 포장 상태가 너무 빈약 에어캡 1겹 봉지 안에 포장되어 왔습니다. 케이스와 보호필름 동봉되어 있습니다. 일단 어제 유심바꿔 활성화 하였고 오늘 이것저것 테스트 해봐야 겟네요.. 불량이 없었으면 하네요..","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"574","A2105","iphoneXr","5","11번가","gip*******","2020-08-08",\n,"중고폰 구매는 처음이라 불안한 마음도 좀 있었는데 막상 받아보니 기기 자체는 중고라는 느낌이 거의 없어서 좋았습니다. 아이폰 갖고 싶어하는 중학생 아들 선물로 사준건데 아들이 너무 좋아하네요 ㅎㅎ 
역시 쾌적하고 빠르게 잘 작동됩니다. 다만 충전기가 애플 정품이 아닌 점, 그리고 아이폰 사면 항상 딸려있는 이어폰이 안 들어있는 점은 좀 아쉬웠습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"575","A2105","iphoneXr",\n,"11번가","xix****","2018-07-25",\n,"초록색음료박스에 대충 충격흡수 에어캡따위와 
같이 뒤엉켜진채 배송이왔습니다. 
깔끔한 박스에 따로 주문한것들이 들어있었네요 
 그렇게 대충구겨넣을만큼 바쁜건지 
얼굴 보고 파는거 아니라도 소홀했던건지.. 
제 돈주고 사서 기분은 참.. 
서비스정신.. 마인드.. 참중요한것같습니다 
믿음과 정성을 판매하는 착한 판매자가 
되셨으면합니다","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","Y"
"576","A2105","iphoneXr","5","11번가","no******","2019-11-13","최고예요","게임이나 카메라 성능보다는 기본적인 기능과 밧데리 인터넷 위주로 사용하다보니 xr을 구입하게 되었네요.11번가에서 좋은 할인행사로 인해 와이프랑 저랑 같이 구입했어요.아이폰8에서 넘어 왔는데 화면도 크고 밧데리가 오래가서 너무 만족중이에요. 가성비를 따진다면 xr추천합니다!!갈수록 아이폰 가격이 너무 비싸서 부담되네요 ㅠㅠ","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"577","A2105","iphoneXr","5","11번가","kil****","2019-05-03",\n,"딸이 사용하던 아이폰6 액정이 파손되어 수리할까 고민하다가 
가개통 공기계로 가격이 저렴하여 구입하게 되었는데, 
주문을 하고 마음이 급해서 안양에서 안산까지 직접수령하러 가서 찾아왔음. 유심꼽으니 바로 전화도 잘 되고 좋다고 합니다. 아이폰6에서 xr로 급격하게 고급으로 바꿔주니 너무 좋아하네요~ 많이 파세요~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"578","A2105","iphoneXr","5","11번가","lj******","2019-09-25","최고예요","당일배송 서비스로 원하는 장소에서 수령해서 좋았습니다 바로앞에서 박스개봉후 개통까지 ~~안좋은점은 보호필름도 안주고 그 흔한 젤리 케이스도안줍니다아이폰Xr 옐로우 색상을 직접 보니 너무 이쁘네요아이폰 11  공개후 고민하다가 큰차이점이 없는것같아서 xr로 구매했는데 너무 만족 합니다가격도 저렴하게 구매한다고 같아 좋네요","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"579","A2105","iphoneXr","5","11번가","he******","2019-07-16","최고예요","목요일 아침주문 토요일에 받았습니다개통은 월요일에 했구요아이  주려구 산건데 너무 좋아하네요블루를 샀는데ㅡ다른색이 없어서 조금 아쉽지만 블루도 괜찮은거 같긴하네요개통도 전화로 어렵지 않게 했구요저렴하게 잘 산거 같아요요금제 안바꾸면서 사기엔 가격이 문제 였어서공시지원금 없이 선택약정으로 살 수 있어서 좋았어요","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"580","A2105","iphoneXr","5","11번가","mr******","2019-06-27","최고예요","카드 할인 행사가 있어서 83만원 결제했습니다. 128기가인데 선택약정으로 이 정도 가격이면 훌륭하다고 생각합니다. 49000원짜리 클리어 케이스까지 사은품으로 줬으니까. 실제 할인 금액은 대략 28만원 정도가 된 것 같아요. 중고폰 가격으로 새 폰을 구입했다고 생각하니 기분이 좋습니다.","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","Y"
"581","A2105","iphoneXr","5","11번가","e99*****","2018-06-04",\n,"배송 바로 다음날 왔구요! 다른 사이트에 비해서 이렇게 저렴하게 구매할 수 있다니 놀랍습니다! 다행히 아무이상 없고 아주 좋아요! 아이폰6s 쓰다가 넘어왔는데 진작 살걸 왜이제 샀나 싶을정도입니다! 앞으로도 핸드폰 바꿀때 여기서 사야겠어요 ㅎㅎ 공기계로 사는게 훨씬 이득입니다!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"582","A2105","iphoneXr","5","11번가","ks4****","2019-05-16",\n,"연휴에 인기많은 화이트 주문했어서 기다리다가 레드도 좋아보여서 바꿔서 바로 받았네요. 풀박스 그대로고, 필름도 새거로 붙여있고, 투명케이스도 주셨습니당. 중간에 기다리면서 질문 남겼을때도 바로 친절히 답해주셔서 괜찮았어요. 덕분에 싸게 잘산거 같습니다~!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"583","A2105","iphoneXr","5","11번가","wjd*******","2019-04-22",\n,"풀박스(이어폰,충전기,줄) 핸드폰 ,투명케이스,필름은 방탄유리 필름은 아니고 그냥 얇은 기본 필름 붙여서 왔어영ㅎㅎ 일주일 넘게 고민 했었는데 고민할 필요가 있었나 느낄정도로 새상품 마자영 ㅋㅋㅋㅋㅋ 그리구 답변도 빨리 해주셔서 감사합니당 잘쓸게용!!!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"584","A2105","iphoneXr","3","11번가","peu****","2020-11-30",\n,"상품구매시 가개통, 물품 모두 포함 등 크게 보면 사실에 벗어나는 내용은 아니지만, 중고라는 제품임을 알고 구매하셔야합니다. 개인적인 생각으론 응답해주시는 직원분도 그다지 친절하지 않으시고 구매시 중고인지도 모르고 구매했냐는 식의 답변이 있었습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"585","A2105","iphoneXr","5","11번가","sun*****","2018-01-22",\n,"저렴한 가격에 잘 샀어요 기계만 사려고 직구부터 다 알아봤는데 이렇게 사는 게 가장 저렴하네요 단점은 보험 가입이 안된다는 점 정도? 
 
저는 쓰던 폰이 고장 직전이라 직접 매장 가서 수령했어요. 서비스로 강화필름 붙여주셨습니다. 좋아요!!!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"586","A2105","iphoneXr","4","11번가","gk******","2019-07-28","좋아요","저녁에 주문했는데 당일배송이라 담날 바로 받고 개통했어요핸드폰 제조년월이 2019년7월로 적혀있어 기분좋으네여여기저기 찾으면 싼 가격은 아니지만다른데서 찾고 알아보기 너무 귀찮아서 그냥 질렀어요케이스는 기본 투명 고무? 2개왔고 필름1개왔네요감사합니다","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","N"
"587","A2105","iphoneXr","4","인터파크","sski****","2018-12-28","아이폰xr 만족합니다.","크리스 이브날 기존 전화기를 끊었는지 우연찮게 기존전화기가 먹통이 됐는지 모르지만. 배송은 오지 않고 기존 전화기 먹통되고 약속 취소되고 안좋은 기억은 있지만안드로이드 10년차에서 아이폰으로 넘어갔는데 터치 감성/ 사용 UI 아주 만족 합니다.","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","N"
"588","A2105","iphoneXr","5","11번가","in******","2019-09-04","최고예요","처음 아이폰 샀습니다 배송도 빨랐고 처리과정에서 신속하게 해주셔서 서비스에도ㅠ만족했습니다 가격값 하네요ㅜㅜ 카메라 화질도 좋고 올때 포장도 잘 되어있었습니다 다만 약간 무게감이 있어서 하드케이스를 끼면 무게가 살짝 걱정되네요 잘쓰겠습니다!","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"589","A2105","iphoneXr","5","옥션","happ****","2019-01-12","꼼꼼히 상담도 친절히 잘해주시고 할인도 잘해주셔서 좋네요~","사은품도 많이주시고 무엇보다 전화로 상담을 친절히 해주시네요~할인과 카드와 가족할인에대해서 설명을 잘해주셔서저희 부모님꺼도 여기서 해야겠어요~ 기기고를때 카메라와 크기때문에 고민했었는데전화상담덕분에 아이폰XR로 결정하기가 쉬웠어요","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"590","A2105","iphoneXr","5","11번가","wsz****","2021-02-23",\n,"정말로 좋습니다. 흰색을 사고 싶었지만 품절 이어서 검은색을 구입했습니다. 흠집이랑 액정에 스크래치 하나없는 
진짜로 s급이어서 너무 좋습니다. 배터리 상태는 딱히 기대를 하지 않았는데 100%가 와서 기분이 더좋습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","Y"
"591","A2105","iphoneXr","5","인터파크","w*n*****","2020-03-25","고진감내의 달콤한 열매 사과맛폰 iphone xs","업체의 빠른배송과 친절한 기사님덕에 잘받았습니다. 저렴한가격에 가성비 좋은폰을 구매하게 되었습니다. 또한 업체의 친절한 응대에도 다시한번 감사드립니다. 역시 고진감내가 답입니다. 이건 센컨폰 메인폰은 8월 쯤 기다리고 있습니다.","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","N"
"592","A2105","iphoneXr","5","11번가","ju******","2019-11-06","최고예요","당일 배송은 불가능한 상태라 택배로 받았고 기존에 쓰던 아이폰에서 유심 뺀 후 바로 넣고 개통 완료 쉽게 했어요. 쿠폰 중복으로 싸게 살 수 있어서 좋네요. 기본 투명 케이스와 액정필름도 같이 오네요. 굿 잘 쓸게요.","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","N"
"593","A2105","iphoneXr","4","11번가","sun***","2020-02-25",\n,"상품전체적으로 깔끔하고 새것 같습니다.배터리 상태 좋고.. 액정에 잔기스는 좀 있습니다. 그냥 보면 모르겠는데 필름붙이려고 보니까... 보이네요. 등록하려고 보니 국가가 중국으로.. 가성비보면 최고네요.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","Y"
"594","A2105","iphoneXr","5","인터파크","o*s*****","2020-09-28","감사합니다. 잘 쓰겠습니다.","개통이 3일정도 걸린거 같네요.  짧은 시간인데 기다리는동안 판매자님께 재촉을 많이 했네요.  저렴한 비용으로 잘 구입했습니다.  폰 이상 없구요.  넘 감사드려요. 잘 쓰겠습니다.","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","N"
"595","A2105","iphoneXr","5","11번가","sin******","2018-11-13",\n,"업체와 소비자 를 민망하게 하는 아이폰의 뽑기운^^... 
그래도 신경 써주시고 응대해 주시는판매자님 덕분에 뽑기운때문에 
속상했던 기분이 풀렸습니다~ 
감사합니다~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"596","A2105","iphoneXr","4","11번가","ni******","2019-08-13","좋아요","배송도 빠르고 저렴하게 구매해서 만족합니다! 다만 1순위 뒷번호만 적어놨다고 임의로 쓰던 뒷번호와 똑같이 개통해주셔서 대리점 방문해서 바꿔야겠네용,,,,,","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","N"
"597","A2105","iphoneXr","5","SSG닷컴","sa******","2020-09-03","구매 전에 재고 확인하고 돈 추�","구매 전에 재고 확인하고 돈 추가해서 용량 더 큰거로 구매했어요. 구매 다음날 왔고요. 배송빠르고 좋았어요 망설이다가 원하는 색상재고 빠져서 후회했어요","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","Y"
"598","A2105","iphoneXr","5","11번가","als******","2019-05-30",\n,"인터넷으로 핸드폰 사면 고민 많이 하게 되는데 ㅠㅠ 
다행히 너무 정상적이고 깔끔한 제품이 와서 신나게 잘 사용중이에요 ㅎㅎ 기분좋습니당","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"599","A2105","iphoneXr","5","11번가","rad***","2019-04-17",\n,"풀박스로 왔습니다. 깨끗하구요. 케이스랑 보호필름도 보내주셨네요. 
유심 꼽아 사용 가능 여부 확인 했습니다. 아이가 완전 만족 합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"600","A2105","iphoneXr","4","11번가","ca******","2019-08-16","좋아요","당일 배송을 신청했으나, 이틀 후에 제품을 받았습니다. 그리고 개통 전화가 잘 안되서 30분 넘게 기다려서 겨우 했네요. 제품 자체는 좋습니다.","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","N"
"601","A2105","iphoneXr","5","11번가","in1*****","2020-10-24",\n,"싼가격에 구입한 핸드폰이라 상태가 별로이진않을까 걱정했는데 상태도 너무좋고 배송도 빨라서 너무 만족중입니다 다음에도 여기에서 사려고요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
"602","A2105","iphoneXr","5","11번가","mo******","2019-08-18","최고예요","아이들때문에 나가기가 힘들었는데찾아오는 서비스 편하고 넘 좋네요사진도 너무예쁘게나오고화면도 크고코랄 구매했는데 보는사람들마다 넘 예쁘대요","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","Y"
"603","A2105","iphoneXr","5","11번가","ch******","2019-09-08","최고예요","아쉬운점은 무겁다... 정도,좋은점은 딸아이 번호이동으로 구매했는데....딸아이의 웃는모습이 참 보기 좋네요..잘 사용할께요.수고하세요.","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","N"
"604","A2105","iphoneXr","5","신세계몰","su******","2020-10-12","처음으로 인터넷으로 휴대폰 구�","처음으로 인터넷으로 휴대폰 구매해서 걱정이 많았었는데 휴대폰받고 나서 걱정이 싹 사라졌습니다. 싸게 잘 구매한 것 같아 좋습니다.","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","N"
"605","A2105","iphoneXr","5","11번가","dk******","2019-08-07","최고예요","하루만에오다니..정말짱인듯사은품이거창한건없어도가격을20만원싸게주고사서너무만족합니다일단이쁘고아이폰8보단크고플러스보단작은.ㅈ크기대만족","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","N"
"606","A2105","iphoneXr","5","SSG닷컴","ho******","2020-08-09","배송빠르고 좋아요. 서비스로 보","배송빠르고 좋아요.서비스로 보내준 투명케이스가 xs걸로 잘못 왔지만 그래도 제품은 좋아요.투명케이스 새로 보내주시면 감사합니다.","https://search.shopping.naver.com/catalog/16043576394?NaPm=ct%3Dkmoboem8%7Cci%3Dcdba4fbc6067076b807d4d374bc669894c8a167e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da3ddb145f9707227daa6ad58a679232a8d61a726","N"
"607","A2105","iphoneXr","4","11번가","sta*******","2018-07-21",\n,"배송은 좀 느렸지만 상품은 완전 만족합니다! 제일 싸게구입했구요 사은품으로 주신 무선충전기도 잘 작동되구요 잘쓸게요!!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","Y"
